,location,company,title,salary,description,review,star,country
12,Sydney NSW,Atlassian,Senior Data Analyst,,"We want a difference maker, a thoughtful and diligent data analyst that can take data from many sources and partner with business teams and executives to drive…",,,Australia
8,Sydney NSW,"The Brattle Group, Inc.",Sydney Research Analyst - 2021,,"Diving into data, using statistical analyses to extract information from messy data.
They work seamlessly in teams, have exceptional analytical skills …",,,Australia
11,Sydney NSW,ANZ Internal Job Board,Business Analyst - Intern,,"Extensive hands-on experience working with Excel at an advanced level, with the aspiration to expand your skills to other data analytical tools such as SQL.",,,Australia
12,Sydney NSW,"Susquehanna International Group, LLP",Graduate Buy-Side Research Analyst 2021,,Research analysts provide in-depth company analysis around future catalyst events and provide real-time opinions on breaking news throughout the trading day.,,,Australia
2,Sydney NSW,Reserve Bank of Australia,Graduate IT Analyst -2021 Cohort,,"IT Graduate applicants must hold or be completing a degree with strong academic achievement in information technology, computer science, data science,…",,,Australia
7,Sydney NSW,Qantas Airways Limited,Data Scientist,,"Demonstrated experience in applying data science techniques to solve business and/or other applied problems.
High level understanding of one or more core areas…",,,Australia
10,Sydney NSW,Qantas Airways Limited,Strategic Workforce Planning Analyst,,"Demonstrated experience in analysing data or large volumes of information to provide insights and recommendations.
Today, we’re busy planning for tomorrow.",,,Australia
1,Sydney NSW,Pernod Ricard,Junior Business Analyst Intern - 12 month Fixed Term Contract,,"Manage and ensure data integrity across all tools and systems.
Assist in the preparation of the annual budget, forecasts and strategic plan ensuring internal…",,,Australia
2,Sydney NSW,Reserve Bank of Australia,Graduate Analyst - Economics and Finance - 2021 Cohort,,"Our program is well recognised in industry as an outstanding professional opportunity for economists and financial analysts.
Meaningful work from day one.",,,Australia
3,Sydney NSW,Qantas Airways Limited,Route Performance Analyst,,"This highly analytical role will have you supporting revenue-driven strategies like pricing, inventory and network decisions, alliance relationships and sales…",,,Australia
6,Sydney NSW,QBE,Graduate Actuarial Analyst,,"QBE Actuarial Graduate program - Sydney and Melbourne.
Are you looking to kick-start your Actuarial career and interested in joining one of the world’s top 20…",,,Australia
8,Alexandria NSW,General Pants,IT Helpdesk Analyst - Retail,,"As an IT Help Desk Analyst you will be responsible for providing technical support for the General Pants Group.
Some of the key objectives are.....",,,Australia
9,Sydney NSW,International Institute of Data & Analytics,Senior Data Analyst/Scientist,,"Lead and mentor junior data analysts/scientists in a closely collaborative data science project team.
In data science and big data analytics, the IDA creates…",,,Australia
5,Sydney NSW,Qantas Airways Limited,Digital Business Analyst,,"Strong experience in comparing data sets to deduce accurate insights.
3+ years’ experience as a business analyst and 1+ years’ experience in, and a passion for,…",,,Australia
6,Sydney NSW,Atlassian,2020/2021 Summer Internship Program - Analytics / Data Science,,Super-launch your career through our experienced analyst mentoring while gaining invaluable exposure to the role of analytics and data science at a fast growing…,,,Australia
8,Sydney NSW,Susquehanna International Group,Graduate Buy-Side Research Analyst,,Research analysts provide in-depth company analysis around future catalyst events and provide real-time opinions on breaking news throughout the trading day.,,,Australia
9,Sydney NSW,Morgan Stanley,Equity Research Analyst,,"Assisting in the design and preparation of analyst marketing materials.
Responding to requests for data and information from internal and external clients.",,,Australia
10,Sydney NSW,Freelancer.com,Data Analyst / Junior Data Scientist,,"We are a data-driven company - data trumps opinions.
Proven experience as an analyst.
Present information using data visualisation techniques.",,,Australia
3,Sydney NSW,HotelsCombined,System Analyst,"$70,000 - $84,000 a year","Develop strategic growth projects using data and systems.
Experience in big data and understanding of advanced SQL.
The position will be located at Sydney CBD.",,,Australia
4,Sydney NSW,Accenture,2021 Accenture Australia Graduate Roles,,"Deliver breakthrough business outcomes for clients—by harnessing talent, data and intelligence.
We’re on the hunt for strategic, curious, and unique individuals…",,,Australia
5,Sydney NSW,PwC,2021 Graduate Program - Technology - Sydney,,"You’ll assess, design and implement capabilities to strengthen their privacy and data protection, advising them on important considerations regarding their data…",,,Australia
6,Sydney NSW,Reserve Bank of Australia,Audit Analyst - 2021 Graduate Recruitment,,"Applicants should hold or be completing a degree in business, finance, data science, organisational psychology, legal or actuarial, demonstrating strong…",,,Australia
7,North Ryde NSW,Ricoh,Service Desk Analyst,,"Encourage high standards of quality for call and ticket handling including phone manner, data entry and classification of requests.
Is this the role for you?",,,Australia
10,Sydney NSW,WWF,Data Scientist,,"Strong experience in extracting, loading & transforming data between systems, such as in data integration or migration·.",,,Australia
11,Sydney NSW,KPMG,"Data Scientist, Digital Delta",,"Actioning insights from trusted data to consistently and quickly make clear decisions.
Extract and manipulate data from a variety of sources and apply the…",,,Australia
12,Sydney NSW,Colliers International,Database Analyst,,"We are seeking a professional and proactive Database Analyst to take the lead on managing and extracting data from our CRM database, analysing and interpreting…",,,Australia
3,Sydney Central Business District NSW,Commonwealth Bank,Process Improvement Analyst,,"Data analytics – Experience in using data and statistics to define and solve problems, as well as manage business performance.
See Yourself in Our Team:",,,Australia
6,Inner West NSW,Opal Aged Care,Clinical Services and Quality Data Analyst,,"Providing technical expertise on data storage structures, data mining, and data cleansing.
Ideally 2 – 3 years’ work experience as a data analyst or other…",,,Australia
8,Sydney Central Business District NSW,Caltex Australia,B2C Tactical Pricing Analyst,,As a data driven professional you naturally look to solve problems through strategic analysis supported by your technological mindset.,,,Australia
11,Chatswood NSW,Lendlease,Data & Reporting Analyst,,"Experience (3+ years) as a data analyst.
Business process improvement through data modelling and reporting.
We are looking for well-rounded individuals with the…",,,Australia
12,Sydney NSW,LADbible Group,IT Support Analyst,"$60,000 - $65,000 a year","Decommission user accounts, ensuing all data is managed per the ticket request and decommissioning process.
We are looking for an enthusiastic and approachable…",,,Australia
0,Sydney NSW,RB,Logistics Analyst,,"…you’re highly analytical, capable of gathering and processing complex data from a wide variety of sources.
Want to see your expertise recognised?",,,Australia
1,Sydney NSW,Atlassian,2020/2021 Summer Internship Program: Workplace Productivity Analyst,,"Atlassian is seeking interns to join our Workplace Productivity (WPT) team in Sydney.
This is an opportunity for you to experience what a well-respected, real…",,,Australia
3,Pyrmont NSW,Novatti Group,Actuarial Analyst,"$70,000 a year","Analyse data and customer behavior to provide clients with insights into their card programs through reporting.
High level of attention to detail.",,,Australia
4,Sydney Central Business District NSW,Sephora,Logistics Analyst and Support,,"Utilise required tools and software to withdraw, analyse and interpret data.
Using and optimizing data models to assist with decision making for software…",,,Australia
5,Sydney NSW,Fujitsu,Associate Desktop Support Analyst - Tech Bar,,Your can do attitude will enable you to deliver on other aspects of the role including asset refresh relocation deployment and decommission maintaining data…,,,Australia
6,North Sydney NSW,Metigy,Data Scientist,,"Develop custom data models and algorithms to apply to data sets.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.",,,Australia
7,Sydney NSW,Tata Consultancy Services (TCS),"Business Analyst (Sydney, Canberra, Adelaide, Brisbane, Perth)","$80,000 - $120,000 a year",Ability to query complex data warehouses and aggregate data for strategic reporting; experience with Teradata/SQL is highly desirable.,,,Australia
8,Sydney NSW,Omnicom Media Group,Activation Assistant,,"We are the platform junkies, the investigative analysts, the creative collaborators.
Specifically, this will include setting up campaigns, collecting &…",,,Australia
9,Sydney NSW,Sika Corporation,Assistant Analyst,,"Manipulating large volumes of data into a format that can be analysed.
Reporting to the Finance Manager, your primary focus will be data analysis and assisting…",,,Australia
6,Chatswood NSW,Johnathan Thurston Academy,Data and Reporting Analyst - Chatswood,,"Experience (3+ years) as a data analyst.
Business process improvement through data modelling and reporting.
We are looking for well-rounded individuals with the…",,,Australia
7,Sydney NSW,EY,"Data Visualisation Specialist, Financial Services Risk Advisory - Sydney","$65,000 a year","Ability to communicate effectively with business partners, data engineers, data scientist and analysts.
You will be responsible for spreading data literacy and…",,,Australia
8,Sydney NSW,ION,Data Engineer,,"Sufficient mathematical and statistical literacy to work with business stakeholders, quantitative analysts, and data scientists.",,,Australia
